,ip,nb_www,nb_com,nb_dslash,http_in_path,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,ratio_intMedia,ratio_extMedia,popup_window,safe_anchor,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,len_url,len_hostname,qty_points,qty_hyphen,qty_at_sign,qty_question_mark,qty_ampersand,qty_equal_sign,qty_underscore,qty_porcentage,qty_back_slash,qty_colon,qty_comma,qty_semicolon,qty_dollar_sign,is_https,numbers_url_ratio,numbers_hostname_ratio
269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,3,16,3,16,16,13,8.125,16.0,7.0,0,0,0,0,0,120,0.25,0.75,14,0.033333333,0.133333333,0,1,50.0,50.0,0,12.5,0,1,0,0,136,2785,456652,0,0,4,84,20,1,6,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
3950,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,11,5,3,3,3,9,8,9,5.272727273,5.5,5.222222222,0,0,0,0,0,68,0.75,0.25,1,0.235294118,0.117647059,0,1,25.0,75.0,0,47.36842105,0,1,0,0,283,-1,311774,0,0,4,79,16,2,8,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
11008,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,6,6,0,7,7,0,6.5,6.5,0.0,0,0,0,0,0,20,0.75,0.25,1,0.0,0.0,0,1,50.0,50.0,0,0.0,0,1,0,0,1048,5160,0,0,0,8,25,18,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0.0,0.0
9013,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,2,18,2,18,18,8,7.5,18.0,4.0,2,0,0,0,0,3,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0,367,1824,0,0,1,0,45,22,1,1,0,0,0,0,0,0,4,1,0,0,0,1,0.022222222222222223,0.0
4491,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,6,3,2,3,2,8,6,8,4.666666667,4.5,4.75,0,0,0,0,0,38,0.894736842,0.105263158,0,0.0,0.5,0,0,100.0,0.0,0,33.33333333,0,1,0,0,150,6382,200403,0,1,3,45,13,2,1,0,0,0,0,0,0,6,1,0,0,0,1,0.0,0.0
4305,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,9,1,9,9,6,4.333333333,9.0,3.4,1,0,0,0,0,41,0.829268293,0.170731707,0,0.142857143,0.0,0,0,62.5,37.5,0,0.0,0,1,0,0,292,1899,507771,0,0,1,42,13,2,0,0,1,0,1,0,0,4,1,0,0,0,0,0.047619047619047616,0.0
2496,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,5,1,4,4,4,9,6,9,5.6,5.0,6.5,0,0,0,0,0,631,0.662440571,0.337559429,2,0.018779343,0.009389671,0,1,54.76190476,45.23809524,0,6.956521739,0,1,0,0,136,6074,14284,0,0,5,43,21,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
4817,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,2,4,16,4,16,16,9,7.714285714,16.0,6.333333333,4,0,0,0,0,13,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,100.0,0,1,1,0,298,1162,0,0,1,0,70,19,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0.0,0.0
5550,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,3,13,3,13,13,6,5.833333333,13.0,4.4,0,0,0,0,0,163,0.834355828,0.165644172,0,0.111111111,0.259259259,1,1,100.0,0.0,0,85.9375,0,1,1,0,1748,3730,7994,0,1,5,52,17,1,3,0,0,0,0,0,0,5,1,0,0,0,0,0.07692307692307693,0.0
8590,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,2,14,2,14,14,10,6.125,14.0,5.0,0,0,0,0,0,13,0.846153846,0.153846154,0,0.0,0.0,0,0,100.0,0.0,0,0.0,0,1,0,0,265,100,0,0,1,0,69,18,1,0,0,0,0,0,1,0,9,1,0,0,0,1,0.0,0.0
5469,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,14,2,14,14,5,7.0,14.0,3.5,0,0,0,0,0,77,0.233766234,0.766233766,10,0.016949153,0.016949153,0,1,9.090909091,90.90909091,0,25.0,0,1,1,0,3557,8130,1229068,0,0,4,35,18,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
6849,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,12,3,2,3,2,10,10,8,4.916666667,6.5,4.6,0,0,0,0,0,129,0.697674419,0.302325581,5,0.051282051,0.0,0,1,96.15384615,3.846153846,0,8.333333333,0,0,1,0,347,4401,0,0,0,2,82,18,2,6,0,0,0,0,0,0,7,1,0,0,0,0,0.0,0.0
9445,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,8,1,2,7,2,10,9,10,5.0,8.0,4.0,0,0,0,0,0,149,0.932885906,0.067114094,0,0.2,0.0,0,1,0.0,0.0,0,70.0,0,1,1,0,184,8215,216,0,0,8,59,21,2,1,0,0,0,0,0,0,7,1,0,0,0,1,0.0,0.0
11074,0,0,1,0,0,0,0,1,0,0,3,0,0,1,0,9,1,1,1,3,17,9,17,6.0,5.166666667,7.666666667,0,0,0,0,0,22,0.181818182,0.818181818,1,0.277777778,0.0,0,1,16.66666667,83.33333333,0,25.0,0,1,1,0,217,5627,0,0,1,5,73,40,5,2,1,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
11094,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,3,4,10,10,10,6.2,6.5,6.0,0,0,0,0,0,76,0.986842105,0.013157895,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,0,0,0,464,8053,1456,0,0,6,46,18,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
1174,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,3,3,4,10,10,4,5.0,6.5,4.0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0,26,5088,0,0,1,0,40,18,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
3784,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,9,5,2,3,2,12,12,10,5.555555556,7.5,5.0,3,0,0,0,0,278,0.115107914,0.884892086,1,0.048780488,0.093495935,0,1,28.35820896,71.64179104,0,4.04040404,0,1,0,0,336,759,0,0,1,0,70,20,2,1,0,0,0,0,0,0,9,1,0,0,0,0,0.0,0.0
7788,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,3,9,10,10,9,6.5,5.666666667,9.0,0,0,0,0,0,15,0.666666667,0.333333333,0,0.4,0.0,0,0,0.0,100.0,0,0.0,0,1,0,0,290,5311,2070267,0,1,2,40,22,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
10606,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,4,5,3,3,5,16,16,7,7.75,9.5,6.0,0,0,0,0,0,10,0.9,0.1,0,1.0,0.0,0,0,100.0,0.0,0,50.0,0,1,0,0,217,3090,0,0,0,3,46,24,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
7964,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,6,1,11,11,1,6.0,8.5,1.0,0,0,0,0,0,5,0.4,0.6,0,0.666666667,0.0,0,0,0.0,100.0,0,0.0,0,0,0,0,1049,5160,0,0,0,8,35,22,2,0,0,0,0,1,2,0,3,1,0,0,0,1,0.0,0.0
7686,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,4,4,0,13,13,0,8.5,8.5,0.0,0,0,0,0,0,103,0.932038835,0.067961165,1,0.285714286,0.0,0,1,100.0,0.0,0,0.0,0,1,1,0,121,6818,469319,1,1,1,30,22,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.13333333333333333,0.18181818181818182
6259,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,16,3,3,3,3,10,7,10,5.25,5.0,5.285714286,0,0,0,0,0,147,0.442176871,0.557823129,0,0.170731707,0.548780488,0,1,0.0,100.0,1,12.5,0,1,0,0,140,5339,11068,0,0,6,110,15,2,13,0,0,0,0,0,0,3,1,0,0,0,0,0.1,0.0
4050,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,5,2,2,6,92,11,92,37.2,6.5,57.66666667,0,0,0,0,0,7,0.571428571,0.428571429,0,0.0,0.666666667,0,0,100.0,0.0,0,0.0,0,1,1,0,308,2614,0,0,1,2,202,18,2,0,0,0,0,0,1,0,5,1,0,0,0,0,0.1188118811881188,0.0
304,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,0,2,12,2,12,12,8,5.727272727,12.0,5.1,5,0,0,1,0,58,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,1,0,607,4505,0,0,1,0,85,17,2,1,0,0,0,0,0,0,10,1,0,0,0,0,0.0,0.0
1036,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,6,6,0,11,11,0,8.0,8.0,0.0,0,0,0,0,0,23,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,100.0,0,1,0,0,276,819,0,0,1,2,47,39,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0.0851063829787234,0.10256410256410256
6376,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,7,1,3,8,3,15,15,8,7.857142857,11.5,6.4,1,0,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,100.0,0,1,0,0,205,7100,3866,0,1,6,74,28,3,1,0,0,0,0,0,0,6,1,0,0,0,1,0.16216216216216217,0.10714285714285714
5807,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,4,3,3,4,9,9,6,5.5,6.0,5.0,0,0,0,0,0,191,0.497382199,0.502617801,4,0.020833333,0.0,0,1,40.0,60.0,0,0.0,0,1,1,0,356,6218,337,0,0,6,37,16,2,0,0,0,0,0,0,0,5,1,0,0,0,1,0.16216216216216217,0.0
3317,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,6,1,6,1,30,10,30,8.166666667,8.0,8.1875,1,0,0,0,0,11,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,0,0,83,6856,988416,1,1,1,177,21,7,1,0,1,3,2,3,0,5,1,0,0,0,0,0.24293785310734464,0.0
8102,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,3,7,14,14,7,8.0,8.5,7.0,0,0,0,0,0,223,0.995515695,0.004484305,0,0.0,0.0,0,0,100.0,0.0,0,98.21428571,0,1,1,0,449,7586,982,0,0,5,37,22,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
3778,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,154,0.74025974,0.25974026,1,0.05,0.0,0,1,13.33333333,86.66666667,0,56.25,0,1,1,0,0,1944,129173,0,0,4,25,16,3,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
2291,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,7,2,6,2,10,7,10,5.714285714,6.5,5.4,0,0,0,0,0,98,0.908163265,0.091836735,0,0.444444444,0.0,0,0,100.0,0.0,0,47.05882353,0,1,0,0,2972,8350,1,0,0,10,58,18,2,0,0,1,0,1,0,0,5,1,0,0,0,1,0.1206896551724138,0.0
8054,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,3,3,3,5,13,13,13,7.666666667,8.0,7.5,0,0,0,0,0,34,0.941176471,0.058823529,0,0.5,0.0,0,0,100.0,0.0,0,33.33333333,0,1,1,0,187,4926,0,0,1,2,63,21,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0.031746031746031744,0.0
2240,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,36,0.777777778,0.222222222,0,0.0,0.125,1,0,75.0,25.0,0,60.0,0,1,0,0,309,2613,4623984,0,0,3,29,20,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
988,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,5,5,0,12,12,0,8.5,8.5,0.0,0,0,0,0,0,139,0.776978417,0.223021583,1,0.096774194,0.483870968,0,1,9.523809524,90.47619048,0,66.66666667,0,1,1,0,605,8527,217264,0,0,3,30,22,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0.0,0.0
2504,1,0,1,0,1,0,0,1,0,0,3,0,0,0,0,40,11,1,13,1,39,15,39,8.35,14.0,8.052631579,1,0,0,0,2,6,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0,124,6085,6816950,0,1,0,388,33,3,9,0,1,6,7,0,14,5,1,0,0,0,1,0.16752577319587628,0.0
6820,1,1,1,0,0,0,0,1,0,0,3,1,1,0,0,29,11,1,3,1,94,6,94,10.10344828,4.5,10.51851852,3,0,0,0,0,178,0.994382022,0.005617978,0,0.0,0.0,0,0,100.0,0.0,0,66.66666667,0,0,1,0,2811,5590,0,0,1,3,334,13,10,2,0,1,3,4,1,3,10,1,0,3,0,0,0.24550898203592814,0.0
10389,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,7,2,2,8,2,17,17,7,6.285714286,12.5,3.8,0,0,0,0,0,74,0.135135135,0.864864865,3,0.46875,0.015625,1,1,0.0,100.0,0,12.19512195,0,1,1,0,371,7298,0,0,1,5,61,30,3,0,0,0,0,0,3,0,3,1,0,0,0,0,0.13114754098360656,0.0
10168,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,40,2,5,2,43,6,43,14.0,5.5,16.83333333,0,0,0,0,0,9,0.0,1.0,1,0.0,0.0,0,1,0.0,0.0,0,0.0,0,1,0,0,272,7764,32,0,0,5,132,16,3,0,0,1,0,1,2,0,4,1,0,0,0,1,0.03787878787878788,0.0
5298,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,5,3,3,3,3,4,4,4,3.4,3.333333333,3.5,0,0,0,0,0,190,0.831578947,0.168421053,0,0.1875,0.0,1,0,97.95918367,2.040816327,0,40.81632653,0,1,0,0,595,7806,756841,0,0,5,32,16,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
9358,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,22,8,1,3,1,30,17,30,7.954545455,10.0,7.75,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,1,311,-1,0,0,1,0,208,24,7,3,0,1,3,2,3,0,7,1,0,0,0,0,0.22596153846153846,0.0
7624,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,4,1,29,4,29,11.33333333,4.0,15.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0,36,2520,632001,0,1,7,47,7,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0.06382978723404255,0.14285714285714285
11398,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,4,3,12,9,12,6.375,6.5,6.333333333,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,1,0,0,12560,13756,0,0,6,70,18,3,0,0,0,0,0,1,0,6,1,0,0,0,1,0.11428571428571428,0.0
2571,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,5,3,3,11,17,17,11,10.33333333,10.0,11.0,0,0,0,0,0,212,0.863207547,0.136792453,0,0.24137931,0.0,0,1,100.0,0.0,0,53.125,0,1,1,0,2505,6260,684,0,0,6,44,25,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
7407,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,2,3,2,17,17,2,7.333333333,10.0,2.0,0,0,0,0,0,54,0.87037037,0.12962963,0,0.285714286,0.142857143,0,0,90.90909091,9.090909091,0,60.0,0,1,0,0,312,-1,0,0,0,3,35,25,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
3746,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,0,0,0,0,95,0.978947368,0.021052632,0,0.0,0.0,0,0,0.0,100.0,0,100.0,0,1,1,0,358,3659,13900,0,1,4,23,14,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0.13043478260869565,0.21428571428571427
10271,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,135,0.977777778,0.022222222,0,0.0,0.0,0,0,100.0,0.0,0,66.66666667,0,1,0,0,315,4799,1616591,0,0,2,30,22,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
32,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,1,1,1,0,11,11,0,5.25,5.25,0.0,0,0,0,0,0,21,0.19047619,0.80952381,1,0.294117647,0.0,0,1,20.0,80.0,0,25.0,0,1,1,0,217,5627,0,0,1,5,36,28,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0.25,0.32142857142857145
5748,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,147,0.904761905,0.095238095,2,0.142857143,0.0,0,1,93.93939394,6.060606061,0,20.0,0,1,0,0,215,7393,431555,0,0,4,32,23,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
3387,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,6,1,2,1,38,6,38,8.2,4.0,9.25,1,0,0,0,0,93,0.333333333,0.666666667,5,0.064516129,0.0,1,1,0.0,100.0,0,13.04347826,0,1,1,0,191,4923,26616,0,1,5,103,13,2,0,0,1,0,1,1,0,7,1,0,0,0,1,0.23300970873786409,0.0
5636,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,8,8,0,14,14,0,11.0,11.0,0.0,0,0,0,0,0,14,0.071428571,0.928571429,0,0.846153846,0.615384615,0,1,0.0,0.0,0,14.28571429,0,1,0,0,374,7295,0,0,1,5,36,27,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
6052,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,0,4,10,4,16,16,10,9.2,13.0,6.666666667,0,0,0,0,0,85,0.635294118,0.364705882,1,0.032258065,0.032258065,0,1,6.666666667,93.33333333,0,85.29411765,0,1,0,0,133,7616,2190,0,0,5,61,31,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
5918,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,3,3,16,16,8,6.666666667,9.5,5.25,0,0,0,0,0,84,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,1,0,825,7939,33059,0,0,5,57,24,3,0,0,0,0,0,0,0,5,1,0,0,0,1,0.0,0.0
6639,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,6,6,0,7,7,0,6.5,6.5,0.0,0,0,0,0,0,13,0.846153846,0.153846154,0,0.5,1.0,0,0,100.0,0.0,0,0.0,0,1,0,0,1047,5161,0,0,0,8,25,18,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0.0,0.0
1103,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,1,3,1,15,15,13,6.285714286,9.0,5.2,1,0,0,0,0,54,0.777777778,0.222222222,0,0.25,0.083333333,0,0,95.83333333,4.166666667,0,44.44444444,0,1,1,0,1250,8976,67484,0,1,6,62,23,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0.14516129032258066,0.0
1882,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,8,10,8,11,11,8,9.666666667,10.5,8.0,0,0,0,0,0,8,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,123,1337,20989,0,1,6,42,25,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0.19047619047619047,0.32
4592,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,14,3,1,3,1,10,10,10,4.142857143,6.5,3.75,0,0,0,0,0,136,0.735294118,0.264705882,2,0.138888889,0.055555556,0,1,100.0,0.0,0,11.53846154,0,1,1,0,107,9024,11315,0,1,5,83,18,2,9,0,0,0,0,0,0,5,1,0,0,0,1,0.0,0.0
10924,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,5,2,3,2,98,3,98,15.11111111,3.0,16.625,0,0,0,0,0,34,0.411764706,0.588235294,0,0.1,0.0,0,1,100.0,0.0,0,50.0,0,1,1,0,274,3744,0,0,1,2,155,6,2,0,0,1,0,2,0,0,6,1,0,0,0,1,0.632258064516129,0.0
4601,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,6,3,3,3,32,21,32,12.6,12.0,13.0,0,0,0,0,0,56,0.928571429,0.071428571,0,0.75,0.0,0,0,100.0,0.0,0,75.0,0,1,0,0,434,2122,2660343,0,1,2,80,29,2,0,0,0,0,0,1,0,5,1,0,0,0,1,0.25,0.0
3691,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,221,0.990950226,0.009049774,0,0.0,0.0,0,0,75.0,25.0,0,100.0,0,1,1,0,803,-1,3276486,0,0,3,26,17,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
4237,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,6,4,3,3,3,14,14,10,7.0,8.5,6.25,0,0,0,0,0,125,0.944,0.056,0,0.142857143,0.142857143,0,0,100.0,0.0,0,91.52542373,0,0,1,0,67,5046,379,0,0,5,58,22,3,0,0,0,0,0,1,0,4,1,0,0,0,0,0.0,0.0
7158,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,13,1,2,10,2,10,10,7,4.153846154,10.0,3.666666667,1,0,0,0,0,71,0.985915493,0.014084507,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,0,0,1,0,552,3672187,0,1,0,80,14,6,0,0,1,0,0,0,0,9,2,0,0,0,1,0.0,0.0
9991,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,9,9,8,9,6.666666667,5.5,9.0,0,0,0,0,0,49,0.795918367,0.204081633,1,0.0,0.2,0,1,0.0,0.0,0,86.66666667,0,0,0,0,0,-1,2639634,0,1,5,35,18,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
1551,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,3,3,3,8,8,4,4.5,5.5,3.5,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,96,1000,0,0,1,0,32,16,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
3356,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,12,0.166666667,0.833333333,0,0.4,0.0,0,1,0.0,100.0,0,40.0,0,0,0,0,2378,3830,5662,0,0,5,31,22,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
9922,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,2,3,2,12,9,12,7.125,6.0,7.5,0,0,0,0,0,249,0.807228916,0.192771084,1,0.104166667,0.0,0,1,20.68965517,79.31034483,0,19.04761905,0,1,0,0,923,8206,15425,0,1,5,75,17,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0.0,0.0
10057,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,102,0.882352941,0.117647059,2,0.083333333,0.0,0,1,100.0,0.0,0,20.0,0,0,0,0,427,2495,8018283,0,0,4,23,14,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.043478260869565216,0.07142857142857142
9853,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,3,12,3,12,12,6,6.0,12.0,4.0,0,0,0,0,0,21,0.523809524,0.476190476,0,0.6,0.1,1,0,0.0,0.0,0,25.0,0,1,1,0,345,-1,0,0,1,0,38,16,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
10004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,9,1,9,9,6,5.333333333,9.0,3.5,2,0,0,0,0,51,0.901960784,0.098039216,1,0.2,0.0,0,1,0.0,0.0,0,0.0,0,1,0,0,292,1899,507771,0,0,1,30,13,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0.0,0.0
2345,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,8,6,2,3,2,32,10,32,9.125,6.5,10.0,3,0,0,0,0,57,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,100.0,0,1,1,0,122,243,0,0,1,0,91,18,2,1,0,0,0,0,0,0,7,1,0,0,0,0,0.23076923076923078,0.0
8595,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,2,3,8,7,8,5.0,4.5,5.5,0,0,0,0,0,9,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,0.0,0,1,0,0,1887,9070,14969,0,0,5,35,14,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0.02857142857142857,0.0
3561,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,9,3,1,3,1,14,11,14,5.444444444,7.0,5.0,0,0,0,0,0,75,0.493333333,0.506666667,6,0.0,0.0,1,1,0.0,100.0,0,42.85714286,0,0,0,0,2654,6111,1613,0,0,5,69,19,3,0,0,1,1,2,1,0,3,1,0,0,0,1,0.0,0.0
5366,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,19,7,1,7,1,10,9,10,4.789473684,8.0,4.411764706,0,0,0,0,0,34,0.941176471,0.058823529,0,0.5,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,252,8148,2030586,0,1,4,121,21,2,13,0,0,0,0,0,0,7,1,0,0,0,0,0.0743801652892562,0.0
6954,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,3,0,19,19,0,11.0,11.0,0.0,0,0,0,0,0,30,0.166666667,0.833333333,1,0.08,0.0,0,1,60.0,40.0,0,9.523809524,0,0,0,0,256,5223,865185,0,0,2,34,26,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
1356,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,1,1,17,1,17,17,7,6.0,17.0,4.166666667,1,0,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,100.0,0,1,0,0,335,3318,0,1,1,0,59,21,2,0,0,0,0,0,0,1,6,1,0,0,0,0,0.06779661016949153,0.0
6144,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,135,0.607407407,0.392592593,0,0.037735849,0.056603774,0,1,4.255319149,95.74468085,0,83.33333333,0,1,0,0,276,4106,8362,0,0,5,27,18,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
